round,player1_stack,opponent_stack,winner,actions
393,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
394,1050,950,Player1,0 call:30;0 call:0;0 call:0;0 call:20
395,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
396,1080,920,Player1,0 call:20;0 call:20;0 call:20;0 call:20
397,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
398,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
399,1080,920,Player1,0 call:20;0 call:20;0 call:20;0 call:20
400,930,1070,Opponent,0 call:30;0 call:0;0 call:20;0 call:20
401,1070,930,Player1,0 call:30;0 call:20;0 call:20;0 call:0
402,930,1070,Opponent,0 call:30;0 call:20;0 call:20;0 call:0
403,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
404,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
405,1070,930,Player1,0 call:30;0 call:20;0 call:0;0 call:20
406,920,1080,Opponent,0 call:20;0 call:20;0 call:20;0 call:20
407,1080,920,Player1,0 call:20;0 call:20;0 call:20;0 call:20
408,1070,930,Player1,0 call:30;0 call:0;0 call:20;0 call:20
409,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
410,1050,950,Player1,0 call:30;0 call:20;0 call:0;0 call:0
411,950,1050,Opponent,0 call:30;0 call:20;0 call:0;0 call:0
412,930,1070,Opponent,0 call:30;0 call:20;0 call:20;0 call:0
413,1070,930,Player1,0 call:30;0 call:20;0 call:20;0 call:0
414,960,1040,Opponent,0 call:20;0 call:0;0 call:20;0 call:0
415,1070,930,Player1,0 call:30;0 call:0;0 call:20;0 call:20
416,1070,930,Player1,0 call:30;0 call:20;0 call:20;0 call:0
417,1070,930,Player1,0 call:30;0 call:20;0 call:20;0 call:0
418,930,1070,Opponent,0 call:30;0 call:20;0 call:20;0 call:0
419,930,1070,Opponent,0 call:30;0 call:20;0 call:0;0 call:20
420,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
421,1040,960,Player1,0 call:20;0 call:0;0 call:20;0 call:0
422,950,1050,Opponent,0 call:30;0 call:0;0 call:20;0 call:0
423,1070,930,Player1,0 call:30;0 call:20;0 call:20;0 call:0
424,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
425,1050,950,Player1,0 call:30;0 call:0;0 call:0;0 call:20
426,920,1080,Opponent,0 call:20;0 call:20;0 call:20;0 call:20
427,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
428,920,1080,Opponent,0 call:20;0 call:20;0 call:20;0 call:20
429,1070,930,Player1,0 call:30;0 call:20;0 call:20;0 call:0
430,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
431,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
432,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
433,1060,940,Player1,0 call:20;0 call:20;0 call:20;0 call:0
434,1050,950,Player1,0 call:30;0 call:0;0 call:20;0 call:0
435,1060,940,Player1,0 call:20;0 call:20;0 call:20;0 call:0
436,930,1070,Opponent,0 call:30;0 call:20;0 call:20;0 call:0
437,930,1070,Opponent,0 call:30;0 call:20;0 call:0;0 call:20
438,1060,940,Player1,0 call:20;0 call:0;0 call:20;0 call:20
439,1050,950,Player1,0 call:30;0 call:20;0 call:0;0 call:0
440,1080,920,Player1,0 call:20;0 call:20;0 call:20;0 call:20
441,930,1070,Opponent,0 call:30;0 call:20;0 call:0;0 call:20
442,930,1070,Opponent,0 call:30;0 call:20;0 call:0;0 call:20
443,940,1060,Opponent,0 call:20;0 call:20;0 call:20;0 call:0
444,930,1070,Opponent,0 call:30;0 call:0;0 call:20;0 call:20
445,1070,930,Player1,0 call:30;0 call:0;0 call:20;0 call:20
446,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
447,960,1040,Opponent,0 call:20;0 call:0;0 call:0;0 call:20
448,920,1080,Opponent,0 call:20;0 call:20;0 call:20;0 call:20
449,960,1040,Opponent,0 call:20;0 call:0;0 call:20;0 call:0
450,930,1070,Opponent,0 call:30;0 call:20;0 call:20;0 call:0
451,1080,920,Player1,0 call:20;0 call:20;0 call:20;0 call:20
452,940,1060,Opponent,0 call:20;0 call:0;0 call:20;0 call:20
453,930,1070,Opponent,0 call:30;0 call:0;0 call:20;0 call:20
454,1060,940,Player1,0 call:20;0 call:0;0 call:20;0 call:20
455,1070,930,Player1,0 call:30;0 call:0;0 call:20;0 call:20
456,950,1050,Opponent,0 call:30;0 call:20;0 call:0;0 call:0
457,1070,930,Player1,0 call:30;0 call:0;0 call:20;0 call:20
458,940,1060,Opponent,0 call:20;0 call:0;0 call:20;0 call:20
459,1070,930,Player1,0 call:30;0 call:20;0 call:0;0 call:20
460,1040,960,Player1,0 call:20;0 call:0;0 call:0;0 call:20
461,1070,930,Player1,0 call:30;0 call:20;0 call:0;0 call:20
462,920,1080,Opponent,0 call:20;0 call:20;0 call:20;0 call:20
463,1050,950,Player1,0 call:30;0 call:0;0 call:20;0 call:0
464,1070,930,Player1,0 call:30;0 call:20;0 call:20;0 call:0
465,950,1050,Opponent,0 call:30;0 call:0;0 call:20;0 call:0
466,1060,940,Player1,0 call:20;0 call:20;0 call:20;0 call:0
467,940,1060,Opponent,0 call:20;0 call:0;0 call:20;0 call:20
468,930,1070,Opponent,0 call:30;0 call:0;0 call:20;0 call:20
469,1050,950,Player1,0 call:30;0 call:0;0 call:0;0 call:20
470,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
471,920,1080,Opponent,0 call:20;0 call:20;0 call:20;0 call:20
472,1050,950,Player1,0 call:30;0 call:0;0 call:20;0 call:0
473,1050,950,Player1,0 call:30;0 call:0;0 call:20;0 call:0
474,1050,950,Player1,0 call:30;0 call:0;0 call:0;0 call:20
475,1080,920,Player1,0 call:20;0 call:20;0 call:20;0 call:20
476,960,1040,Opponent,0 call:20;0 call:0;0 call:20;0 call:0
477,930,1070,Opponent,0 call:30;0 call:0;0 call:20;0 call:20
478,950,1050,Opponent,0 call:30;0 call:0;0 call:20;0 call:0
479,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
480,930,1070,Opponent,0 call:30;0 call:20;0 call:0;0 call:20
481,1050,950,Player1,0 call:30;0 call:0;0 call:20;0 call:0
482,950,1050,Opponent,0 call:30;0 call:0;0 call:0;0 call:20
483,1060,940,Player1,0 call:20;0 call:0;0 call:20;0 call:20
484,1050,950,Player1,0 call:30;0 call:0;0 call:20;0 call:0
485,930,1070,Opponent,0 call:30;0 call:20;0 call:20;0 call:0
486,1070,930,Player1,0 call:30;0 call:20;0 call:20;0 call:0
487,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
488,930,1070,Opponent,0 call:30;0 call:0;0 call:20;0 call:20
489,1060,940,Player1,0 call:20;0 call:20;0 call:20;0 call:0
490,1040,960,Player1,0 call:20;0 call:0;0 call:20;0 call:0
491,930,1070,Opponent,0 call:30;0 call:20;0 call:0;0 call:20
492,930,1070,Opponent,0 call:30;0 call:0;0 call:20;0 call:20
493,1060,940,Player1,0 call:20;0 call:20;0 call:20;0 call:0
494,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
495,940,1060,Opponent,0 call:20;0 call:20;0 call:20;0 call:0
496,1050,950,Player1,0 call:30;0 call:0;0 call:20;0 call:0
497,940,1060,Opponent,0 call:20;0 call:0;0 call:20;0 call:20
498,1070,930,Player1,0 call:30;0 call:0;0 call:20;0 call:20
499,1000,1000,Player1,0 call:20;0 call:20;0 call:20;0 call:20
500,1070,930,Player1,0 call:30;0 call:0;0 call:20;0 call:20
501,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
502,960,1040,Opponent,0 call:20;0 call:0;0 call:20;0 call:0
503,930,1070,Opponent,0 call:30;0 call:20;0 call:0;0 call:20
504,930,1070,Opponent,0 call:30;0 call:0;0 call:20;0 call:20
505,960,1040,Opponent,0 call:20;0 call:20;0 call:0;0 call:0
506,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
507,1050,950,Player1,0 call:30;0 call:0;0 call:20;0 call:0
508,1050,950,Player1,0 call:30;0 call:0;0 call:20;0 call:0
509,950,1050,Opponent,0 call:30;0 call:0;0 call:20;0 call:0
510,1080,920,Player1,0 call:20;0 call:20;0 call:20;0 call:20
511,1060,940,Player1,0 call:20;0 call:20;0 call:20;0 call:0
512,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
513,1050,950,Player1,0 call:30;0 call:0;0 call:20;0 call:0
514,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
515,930,1070,Opponent,0 call:30;0 call:20;0 call:20;0 call:0
516,930,1070,Opponent,0 call:30;0 call:20;0 call:20;0 call:0
517,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
518,1060,940,Player1,0 call:20;0 call:20;0 call:20;0 call:0
519,1070,930,Player1,0 call:30;0 call:20;0 call:0;0 call:20
520,940,1060,Opponent,0 call:20;0 call:20;0 call:0;0 call:20
521,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
522,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
523,1050,950,Player1,0 call:30;0 call:0;0 call:0;0 call:20
524,1030,970,Player1,0 call:30;0 call:0;0 call:0;0 call:0
525,930,1070,Opponent,0 call:30;0 call:20;0 call:20;0 call:0
526,1070,930,Player1,0 call:30;0 call:20;0 call:20;0 call:0
527,930,1070,Opponent,0 call:30;0 call:20;0 call:0;0 call:20
528,1060,940,Player1,0 call:20;0 call:20;0 call:0;0 call:20
529,1070,930,Player1,0 call:30;0 call:20;0 call:0;0 call:20
530,950,1050,Opponent,0 call:30;0 call:20;0 call:0;0 call:0
531,1050,950,Player1,0 call:30;0 call:0;0 call:0;0 call:20
532,1070,930,Player1,0 call:30;0 call:20;0 call:0;0 call:20
533,930,1070,Opponent,0 call:30;0 call:20;0 call:20;0 call:0
534,1070,930,Player1,0 call:30;0 call:20;0 call:0;0 call:20
535,930,1070,Opponent,0 call:30;0 call:20;0 call:20;0 call:0
536,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
537,1050,950,Player1,0 call:30;0 call:0;0 call:0;0 call:20
538,1070,930,Player1,0 call:30;0 call:0;0 call:20;0 call:20
539,930,1070,Opponent,0 call:30;0 call:20;0 call:20;0 call:0
540,920,1080,Opponent,0 call:20;0 call:20;0 call:20;0 call:20
541,1060,940,Player1,0 call:20;0 call:20;0 call:0;0 call:20
542,950,1050,Opponent,0 call:30;0 call:20;0 call:0;0 call:0
543,1070,930,Player1,0 call:30;0 call:20;0 call:0;0 call:20
544,1080,920,Player1,0 call:20;0 call:20;0 call:20;0 call:20
545,920,1080,Opponent,0 call:20;0 call:20;0 call:20;0 call:20
546,950,1050,Opponent,0 call:30;0 call:0;0 call:0;0 call:20
547,940,1060,Opponent,0 call:20;0 call:0;0 call:20;0 call:20
548,940,1060,Opponent,0 call:20;0 call:20;0 call:0;0 call:20
549,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
550,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
551,1070,930,Player1,0 call:30;0 call:20;0 call:0;0 call:20
552,1070,930,Player1,0 call:30;0 call:20;0 call:20;0 call:0
553,940,1060,Opponent,0 call:20;0 call:20;0 call:20;0 call:0
554,1040,960,Player1,0 call:20;0 call:20;0 call:0;0 call:0
555,930,1070,Opponent,0 call:30;0 call:20;0 call:20;0 call:0
556,1070,930,Player1,0 call:30;0 call:20;0 call:20;0 call:0
557,960,1040,Opponent,0 call:20;0 call:20;0 call:0;0 call:0
558,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
559,1070,930,Player1,0 call:30;0 call:20;0 call:20;0 call:0
560,920,1080,Opponent,0 call:20;0 call:20;0 call:20;0 call:20
561,930,1070,Opponent,0 call:30;0 call:0;0 call:20;0 call:20
562,1040,960,Player1,0 call:20;0 call:0;0 call:0;0 call:20
563,1060,940,Player1,0 call:20;0 call:0;0 call:20;0 call:20
564,960,1040,Opponent,0 call:20;0 call:0;0 call:20;0 call:0
565,920,1080,Opponent,0 call:20;0 call:20;0 call:20;0 call:20
566,950,1050,Opponent,0 call:30;0 call:0;0 call:20;0 call:0
567,930,1070,Opponent,0 call:30;0 call:0;0 call:20;0 call:20
568,1050,950,Player1,0 call:30;0 call:0;0 call:20;0 call:0
569,920,1080,Opponent,0 call:20;0 call:20;0 call:20;0 call:20
570,1070,930,Player1,0 call:30;0 call:0;0 call:20;0 call:20
571,950,1050,Opponent,0 call:30;0 call:20;0 call:0;0 call:0
572,950,1050,Opponent,0 call:30;0 call:20;0 call:0;0 call:0
573,920,1080,Opponent,0 call:20;0 call:20;0 call:20;0 call:20
574,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
575,960,1040,Opponent,0 call:20;0 call:0;0 call:0;0 call:20
576,940,1060,Opponent,0 call:20;0 call:20;0 call:0;0 call:20
577,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
578,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
579,960,1040,Opponent,0 call:20;0 call:0;0 call:20;0 call:0
580,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
581,930,1070,Opponent,0 call:30;0 call:20;0 call:20;0 call:0
582,930,1070,Opponent,0 call:30;0 call:0;0 call:20;0 call:20
583,950,1050,Opponent,0 call:30;0 call:0;0 call:20;0 call:0
584,1070,930,Player1,0 call:30;0 call:20;0 call:0;0 call:20
585,940,1060,Opponent,0 call:20;0 call:20;0 call:0;0 call:20
586,960,1040,Opponent,0 call:20;0 call:0;0 call:20;0 call:0
587,960,1040,Opponent,0 call:20;0 call:0;0 call:0;0 call:20
588,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
589,1070,930,Player1,0 call:30;0 call:20;0 call:20;0 call:0
590,950,1050,Opponent,0 call:30;0 call:0;0 call:0;0 call:20
591,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
592,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
593,930,1070,Opponent,0 call:30;0 call:0;0 call:20;0 call:20
594,1070,930,Player1,0 call:30;0 call:0;0 call:20;0 call:20
595,1030,970,Player1,0 call:30;0 call:0;0 call:0;0 call:0
596,1070,930,Player1,0 call:30;0 call:0;0 call:20;0 call:20
597,930,1070,Opponent,0 call:30;0 call:20;0 call:20;0 call:0
598,930,1070,Opponent,0 call:30;0 call:20;0 call:20;0 call:0
599,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
600,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
601,1070,930,Player1,0 call:30;0 call:20;0 call:0;0 call:20
602,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
603,1000,1000,Player1,0 call:30;0 call:20;0 call:20;0 call:20
604,930,1070,Opponent,0 call:30;0 call:0;0 call:20;0 call:20
605,1050,950,Player1,0 call:30;0 call:20;0 call:0;0 call:0
606,1040,960,Player1,0 call:20;0 call:0;0 call:20;0 call:0
607,1070,930,Player1,0 call:30;0 call:0;0 call:20;0 call:20
608,1070,930,Player1,0 call:30;0 call:20;0 call:20;0 call:0
609,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
610,920,1080,Opponent,0 call:20;0 call:20;0 call:20;0 call:20
611,1000,1000,Player1,0 call:20;0 call:20;0 call:20;0 call:20
612,1070,930,Player1,0 call:30;0 call:20;0 call:0;0 call:20
613,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
614,1070,930,Player1,0 call:30;0 call:0;0 call:20;0 call:20
615,930,1070,Opponent,0 call:30;0 call:0;0 call:20;0 call:20
616,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
617,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
618,1070,930,Player1,0 call:30;0 call:20;0 call:20;0 call:0
619,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
620,1050,950,Player1,0 call:30;0 call:0;0 call:0;0 call:20
621,950,1050,Opponent,0 call:30;0 call:0;0 call:0;0 call:20
622,1070,930,Player1,0 call:30;0 call:0;0 call:20;0 call:20
623,940,1060,Opponent,0 call:20;0 call:20;0 call:20;0 call:0
624,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
625,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
626,1070,930,Player1,0 call:30;0 call:20;0 call:0;0 call:20
627,1060,940,Player1,0 call:20;0 call:0;0 call:20;0 call:20
628,1050,950,Player1,0 call:30;0 call:0;0 call:0;0 call:20
629,950,1050,Opponent,0 call:30;0 call:0;0 call:20;0 call:0
630,950,1050,Opponent,0 call:30;0 call:20;0 call:0;0 call:0
631,1080,920,Player1,0 call:20;0 call:20;0 call:20;0 call:20
632,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
633,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
634,1070,930,Player1,0 call:30;0 call:20;0 call:0;0 call:20
635,1040,960,Player1,0 call:20;0 call:0;0 call:20;0 call:0
636,1040,960,Player1,0 call:20;0 call:0;0 call:0;0 call:20
637,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
638,1070,930,Player1,0 call:30;0 call:20;0 call:0;0 call:20
639,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
640,1050,950,Player1,0 call:30;0 call:20;0 call:0;0 call:0
641,1070,930,Player1,0 call:30;0 call:0;0 call:20;0 call:20
642,1070,930,Player1,0 call:30;0 call:0;0 call:20;0 call:20
643,1080,920,Player1,0 call:20;0 call:20;0 call:20;0 call:20
644,930,1070,Opponent,0 call:30;0 call:20;0 call:0;0 call:20
645,930,1070,Opponent,0 call:30;0 call:0;0 call:20;0 call:20
646,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
647,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
648,960,1040,Opponent,0 call:20;0 call:0;0 call:20;0 call:0
649,940,1060,Opponent,0 call:20;0 call:0;0 call:20;0 call:20
650,1000,1000,Player1,0 call:20;0 call:0;0 call:0;0 call:20
651,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
652,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
653,1060,940,Player1,0 call:20;0 call:20;0 call:0;0 call:20
654,1060,940,Player1,0 call:20;0 call:20;0 call:20;0 call:0
655,1020,980,Player1,0 call:20;0 call:0;0 call:0;0 call:0
656,930,1070,Opponent,0 call:30;0 call:20;0 call:20;0 call:0
657,950,1050,Opponent,0 call:30;0 call:0;0 call:20;0 call:0
658,950,1050,Opponent,0 call:30;0 call:0;0 call:0;0 call:20
659,1070,930,Player1,0 call:30;0 call:20;0 call:0;0 call:20
660,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
661,1040,960,Player1,0 call:20;0 call:20;0 call:0;0 call:0
662,1060,940,Player1,0 call:20;0 call:20;0 call:20;0 call:0
663,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
664,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
665,940,1060,Opponent,0 call:20;0 call:20;0 call:20;0 call:0
666,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
667,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
668,950,1050,Opponent,0 call:30;0 call:20;0 call:0;0 call:0
669,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
670,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
671,1080,920,Player1,0 call:20;0 call:20;0 call:20;0 call:20
672,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
673,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
674,1040,960,Player1,0 call:20;0 call:0;0 call:20;0 call:0
675,1070,930,Player1,0 call:30;0 call:20;0 call:20;0 call:0
676,930,1070,Opponent,0 call:30;0 call:20;0 call:20;0 call:0
677,940,1060,Opponent,0 call:20;0 call:20;0 call:0;0 call:20
678,1070,930,Player1,0 call:30;0 call:20;0 call:0;0 call:20
679,1060,940,Player1,0 call:20;0 call:0;0 call:20;0 call:20
680,950,1050,Opponent,0 call:30;0 call:0;0 call:20;0 call:0
681,950,1050,Opponent,0 call:30;0 call:0;0 call:0;0 call:20
682,1070,930,Player1,0 call:30;0 call:20;0 call:0;0 call:20
683,980,1020,Opponent,0 call:20;0 call:0;0 call:0;0 call:0
684,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
685,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
686,1060,940,Player1,0 call:20;0 call:20;0 call:0;0 call:20
687,1050,950,Player1,0 call:30;0 call:0;0 call:0;0 call:20
688,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
689,1060,940,Player1,0 call:20;0 call:20;0 call:0;0 call:20
690,1050,950,Player1,0 call:30;0 call:20;0 call:0;0 call:0
691,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
692,950,1050,Opponent,0 call:30;0 call:0;0 call:20;0 call:0
693,1080,920,Player1,0 call:20;0 call:20;0 call:20;0 call:20
694,940,1060,Opponent,0 call:20;0 call:0;0 call:20;0 call:20
695,1070,930,Player1,0 call:30;0 call:20;0 call:20;0 call:0
696,1060,940,Player1,0 call:20;0 call:20;0 call:0;0 call:20
697,1060,940,Player1,0 call:20;0 call:20;0 call:20;0 call:0
698,1060,940,Player1,0 call:20;0 call:20;0 call:20;0 call:0
699,950,1050,Opponent,0 call:30;0 call:20;0 call:0;0 call:0
700,1070,930,Player1,0 call:30;0 call:20;0 call:0;0 call:20
701,1060,940,Player1,0 call:20;0 call:20;0 call:0;0 call:20
702,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
703,1080,920,Player1,0 call:20;0 call:20;0 call:20;0 call:20
704,930,1070,Opponent,0 call:30;0 call:0;0 call:20;0 call:20
705,980,1020,Opponent,0 call:20;0 call:0;0 call:0;0 call:0
706,1050,950,Player1,0 call:30;0 call:20;0 call:0;0 call:0
707,930,1070,Opponent,0 call:30;0 call:20;0 call:20;0 call:0
708,920,1080,Opponent,0 call:20;0 call:20;0 call:20;0 call:20
709,1070,930,Player1,0 call:30;0 call:0;0 call:20;0 call:20
710,940,1060,Opponent,0 call:20;0 call:20;0 call:0;0 call:20
711,950,1050,Opponent,0 call:30;0 call:20;0 call:0;0 call:0
712,1040,960,Player1,0 call:20;0 call:20;0 call:0;0 call:0
713,1060,940,Player1,0 call:20;0 call:20;0 call:20;0 call:0
714,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
715,1070,930,Player1,0 call:30;0 call:20;0 call:0;0 call:20
716,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
717,930,1070,Opponent,0 call:30;0 call:0;0 call:20;0 call:20
718,1080,920,Player1,0 call:20;0 call:20;0 call:20;0 call:20
719,950,1050,Opponent,0 call:30;0 call:20;0 call:0;0 call:0
720,950,1050,Opponent,0 call:30;0 call:0;0 call:20;0 call:0
721,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
722,1080,920,Player1,0 call:20;0 call:20;0 call:20;0 call:20
723,1070,930,Player1,0 call:30;0 call:20;0 call:0;0 call:20
724,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
725,1080,920,Player1,0 call:20;0 call:20;0 call:20;0 call:20
726,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
727,950,1050,Opponent,0 call:30;0 call:0;0 call:0;0 call:20
728,930,1070,Opponent,0 call:30;0 call:20;0 call:20;0 call:0
729,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
730,930,1070,Opponent,0 call:30;0 call:0;0 call:20;0 call:20
731,1070,930,Player1,0 call:30;0 call:20;0 call:0;0 call:20
732,940,1060,Opponent,0 call:20;0 call:0;0 call:20;0 call:20
733,1070,930,Player1,0 call:30;0 call:20;0 call:0;0 call:20
734,1060,940,Player1,0 call:20;0 call:20;0 call:20;0 call:0
735,950,1050,Opponent,0 call:30;0 call:20;0 call:0;0 call:0
736,930,1070,Opponent,0 call:30;0 call:20;0 call:20;0 call:0
737,1080,920,Player1,0 call:20;0 call:20;0 call:20;0 call:20
738,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
739,960,1040,Opponent,0 call:20;0 call:20;0 call:0;0 call:0
740,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
741,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
742,930,1070,Opponent,0 call:30;0 call:0;0 call:20;0 call:20
743,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
744,1060,940,Player1,0 call:20;0 call:0;0 call:20;0 call:20
745,930,1070,Opponent,0 call:30;0 call:20;0 call:20;0 call:0
746,930,1070,Opponent,0 call:30;0 call:0;0 call:20;0 call:20
747,1070,930,Player1,0 call:30;0 call:20;0 call:20;0 call:0
748,1060,940,Player1,0 call:20;0 call:20;0 call:20;0 call:0
749,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
750,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
751,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
752,1070,930,Player1,0 call:30;0 call:20;0 call:0;0 call:20
753,940,1060,Opponent,0 call:20;0 call:20;0 call:20;0 call:0
754,930,1070,Opponent,0 call:30;0 call:0;0 call:20;0 call:20
755,1060,940,Player1,0 call:20;0 call:20;0 call:20;0 call:0
756,1000,1000,Player1,0 call:30;0 call:0;0 call:20;0 call:20
757,1050,950,Player1,0 call:30;0 call:20;0 call:0;0 call:0
758,950,1050,Opponent,0 call:30;0 call:20;0 call:0;0 call:0
759,960,1040,Opponent,0 call:20;0 call:20;0 call:0;0 call:0
760,1060,940,Player1,0 call:20;0 call:0;0 call:20;0 call:20
761,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
762,1070,930,Player1,0 call:30;0 call:0;0 call:20;0 call:20
763,940,1060,Opponent,0 call:20;0 call:0;0 call:20;0 call:20
764,940,1060,Opponent,0 call:20;0 call:0;0 call:20;0 call:20
765,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
766,1060,940,Player1,0 call:20;0 call:0;0 call:20;0 call:20
767,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
768,1070,930,Player1,0 call:30;0 call:20;0 call:0;0 call:20
769,1070,930,Player1,0 call:30;0 call:20;0 call:20;0 call:0
770,930,1070,Opponent,0 call:30;0 call:20;0 call:0;0 call:20
771,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
772,930,1070,Opponent,0 call:30;0 call:20;0 call:20;0 call:0
773,940,1060,Opponent,0 call:20;0 call:20;0 call:20;0 call:0
774,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
775,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
776,1070,930,Player1,0 call:30;0 call:20;0 call:0;0 call:20
777,920,1080,Opponent,0 call:20;0 call:20;0 call:20;0 call:20
778,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
779,940,1060,Opponent,0 call:20;0 call:20;0 call:0;0 call:20
780,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
781,980,1020,Opponent,0 call:20;0 call:0;0 call:0;0 call:0
782,1080,920,Player1,0 call:20;0 call:20;0 call:20;0 call:20
783,970,1030,Opponent,0 call:30;0 call:0;0 call:0;0 call:0
784,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
785,1050,950,Player1,0 call:30;0 call:0;0 call:0;0 call:20
786,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
