round,player1_stack,opponent_stack,winner,actions
787,1050,950,Player1,0 call:30;0 call:20;0 call:0;0 call:0
788,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
789,920,1080,Opponent,0 call:20;0 call:20;0 call:20;0 call:20
790,1070,930,Player1,0 call:30;0 call:20;0 call:20;0 call:0
791,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
792,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
793,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
794,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
795,1070,930,Player1,0 call:30;0 call:0;0 call:20;0 call:20
796,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
797,970,1030,Opponent,0 call:30;0 call:0;0 call:0;0 call:0
798,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
799,1070,930,Player1,0 call:30;0 call:20;0 call:20;0 call:0
800,950,1050,Opponent,0 call:30;0 call:0;0 call:0;0 call:20
801,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
802,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
803,930,1070,Opponent,0 call:30;0 call:20;0 call:20;0 call:0
804,1050,950,Player1,0 call:30;0 call:0;0 call:20;0 call:0
805,1050,950,Player1,0 call:30;0 call:0;0 call:20;0 call:0
806,930,1070,Opponent,0 call:30;0 call:20;0 call:0;0 call:20
807,1070,930,Player1,0 call:30;0 call:20;0 call:0;0 call:20
808,940,1060,Opponent,0 call:20;0 call:0;0 call:20;0 call:20
809,930,1070,Opponent,0 call:30;0 call:0;0 call:20;0 call:20
810,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
811,1000,1000,Player1,0 call:30;0 call:0;0 call:0;0 call:20
812,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
813,1040,960,Player1,0 call:20;0 call:20;0 call:0;0 call:0
814,1020,980,Player1,0 call:20;0 call:0;0 call:0;0 call:0
815,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
816,950,1050,Opponent,0 call:30;0 call:20;0 call:0;0 call:0
817,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
818,920,1080,Opponent,0 call:20;0 call:20;0 call:20;0 call:20
819,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
820,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
821,1060,940,Player1,0 call:20;0 call:20;0 call:0;0 call:20
822,1060,940,Player1,0 call:20;0 call:20;0 call:0;0 call:20
823,920,1080,Opponent,0 call:20;0 call:20;0 call:20;0 call:20
824,1060,940,Player1,0 call:20;0 call:20;0 call:20;0 call:0
825,1060,940,Player1,0 call:20;0 call:20;0 call:0;0 call:20
826,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
827,930,1070,Opponent,0 call:30;0 call:20;0 call:0;0 call:20
828,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
829,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
830,1060,940,Player1,0 call:20;0 call:0;0 call:20;0 call:20
831,1020,980,Player1,0 call:20;0 call:0;0 call:0;0 call:0
832,1050,950,Player1,0 call:30;0 call:0;0 call:20;0 call:0
833,930,1070,Opponent,0 call:30;0 call:20;0 call:0;0 call:20
834,1050,950,Player1,0 call:30;0 call:0;0 call:20;0 call:0
835,930,1070,Opponent,0 call:30;0 call:20;0 call:0;0 call:20
836,940,1060,Opponent,0 call:20;0 call:20;0 call:0;0 call:20
837,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
838,920,1080,Opponent,0 call:20;0 call:20;0 call:20;0 call:20
839,960,1040,Opponent,0 call:20;0 call:20;0 call:0;0 call:0
840,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
841,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
842,940,1060,Opponent,0 call:20;0 call:20;0 call:0;0 call:20
843,1050,950,Player1,0 call:30;0 call:0;0 call:20;0 call:0
844,930,1070,Opponent,0 call:30;0 call:20;0 call:0;0 call:20
845,930,1070,Opponent,0 call:30;0 call:20;0 call:0;0 call:20
846,930,1070,Opponent,0 call:30;0 call:0;0 call:20;0 call:20
847,930,1070,Opponent,0 call:30;0 call:20;0 call:0;0 call:20
848,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
849,1050,950,Player1,0 call:30;0 call:0;0 call:0;0 call:20
850,1060,940,Player1,0 call:20;0 call:20;0 call:0;0 call:20
851,1060,940,Player1,0 call:20;0 call:20;0 call:0;0 call:20
852,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
853,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
854,930,1070,Opponent,0 call:30;0 call:20;0 call:0;0 call:20
855,1050,950,Player1,0 call:30;0 call:0;0 call:20;0 call:0
856,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
857,930,1070,Opponent,0 call:30;0 call:0;0 call:20;0 call:20
858,1070,930,Player1,0 call:30;0 call:20;0 call:20;0 call:0
859,920,1080,Opponent,0 call:20;0 call:20;0 call:20;0 call:20
860,930,1070,Opponent,0 call:30;0 call:20;0 call:20;0 call:0
861,930,1070,Opponent,0 call:30;0 call:0;0 call:20;0 call:20
862,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
863,1060,940,Player1,0 call:20;0 call:0;0 call:20;0 call:20
864,1050,950,Player1,0 call:30;0 call:20;0 call:0;0 call:0
865,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
866,1070,930,Player1,0 call:30;0 call:20;0 call:20;0 call:0
867,1080,920,Player1,0 call:20;0 call:20;0 call:20;0 call:20
868,1050,950,Player1,0 call:30;0 call:0;0 call:20;0 call:0
869,1060,940,Player1,0 call:20;0 call:0;0 call:20;0 call:20
870,950,1050,Opponent,0 call:30;0 call:20;0 call:0;0 call:0
871,950,1050,Opponent,0 call:30;0 call:20;0 call:0;0 call:0
872,930,1070,Opponent,0 call:30;0 call:0;0 call:20;0 call:20
873,940,1060,Opponent,0 call:20;0 call:20;0 call:20;0 call:0
874,940,1060,Opponent,0 call:20;0 call:0;0 call:20;0 call:20
875,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
876,1050,950,Player1,0 call:30;0 call:0;0 call:0;0 call:20
877,1000,1000,Player1,0 call:30;0 call:20;0 call:0;0 call:20
878,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
879,1050,950,Player1,0 call:30;0 call:20;0 call:0;0 call:0
880,930,1070,Opponent,0 call:30;0 call:20;0 call:0;0 call:20
881,1070,930,Player1,0 call:30;0 call:20;0 call:0;0 call:20
882,950,1050,Opponent,0 call:30;0 call:20;0 call:0;0 call:0
883,930,1070,Opponent,0 call:30;0 call:0;0 call:20;0 call:20
884,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
885,1030,970,Player1,0 call:30;0 call:0;0 call:0;0 call:0
886,950,1050,Opponent,0 call:30;0 call:20;0 call:0;0 call:0
887,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
888,930,1070,Opponent,0 call:30;0 call:0;0 call:20;0 call:20
889,950,1050,Opponent,0 call:30;0 call:0;0 call:0;0 call:20
890,1070,930,Player1,0 call:30;0 call:20;0 call:0;0 call:20
891,1060,940,Player1,0 call:20;0 call:20;0 call:0;0 call:20
892,1070,930,Player1,0 call:30;0 call:20;0 call:0;0 call:20
893,930,1070,Opponent,0 call:30;0 call:0;0 call:20;0 call:20
894,960,1040,Opponent,0 call:20;0 call:20;0 call:0;0 call:0
895,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
896,930,1070,Opponent,0 call:30;0 call:0;0 call:20;0 call:20
897,1070,930,Player1,0 call:30;0 call:20;0 call:0;0 call:20
898,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
899,930,1070,Opponent,0 call:30;0 call:20;0 call:0;0 call:20
900,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
901,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
902,940,1060,Opponent,0 call:20;0 call:20;0 call:0;0 call:20
903,1030,970,Player1,0 call:30;0 call:0;0 call:0;0 call:0
904,1070,930,Player1,0 call:30;0 call:20;0 call:20;0 call:0
905,1050,950,Player1,0 call:30;0 call:20;0 call:0;0 call:0
906,930,1070,Opponent,0 call:30;0 call:20;0 call:0;0 call:20
907,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
908,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
909,1080,920,Player1,0 call:20;0 call:20;0 call:20;0 call:20
910,1070,930,Player1,0 call:30;0 call:0;0 call:20;0 call:20
911,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
912,1070,930,Player1,0 call:30;0 call:0;0 call:20;0 call:20
913,1070,930,Player1,0 call:30;0 call:20;0 call:0;0 call:20
914,1080,920,Player1,0 call:20;0 call:20;0 call:20;0 call:20
915,1020,980,Player1,0 call:20;0 call:0;0 call:0;0 call:0
916,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
917,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
918,1070,930,Player1,0 call:30;0 call:20;0 call:20;0 call:0
919,930,1070,Opponent,0 call:30;0 call:20;0 call:0;0 call:20
920,1050,950,Player1,0 call:30;0 call:0;0 call:0;0 call:20
921,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
922,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
923,950,1050,Opponent,0 call:30;0 call:20;0 call:0;0 call:0
924,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
925,1060,940,Player1,0 call:20;0 call:20;0 call:20;0 call:0
926,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
927,1040,960,Player1,0 call:20;0 call:0;0 call:20;0 call:0
928,960,1040,Opponent,0 call:20;0 call:20;0 call:0;0 call:0
929,1050,950,Player1,0 call:30;0 call:20;0 call:0;0 call:0
930,930,1070,Opponent,0 call:30;0 call:0;0 call:20;0 call:20
931,1050,950,Player1,0 call:30;0 call:20;0 call:0;0 call:0
932,1070,930,Player1,0 call:30;0 call:20;0 call:0;0 call:20
933,950,1050,Opponent,0 call:30;0 call:0;0 call:20;0 call:0
934,960,1040,Opponent,0 call:20;0 call:0;0 call:20;0 call:0
935,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
936,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
937,950,1050,Opponent,0 call:30;0 call:20;0 call:0;0 call:0
938,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
939,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
940,920,1080,Opponent,0 call:20;0 call:20;0 call:20;0 call:20
941,950,1050,Opponent,0 call:30;0 call:0;0 call:0;0 call:20
942,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
943,1060,940,Player1,0 call:20;0 call:20;0 call:0;0 call:20
944,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
945,1080,920,Player1,0 call:20;0 call:20;0 call:20;0 call:20
946,1070,930,Player1,0 call:30;0 call:0;0 call:20;0 call:20
947,1080,920,Player1,0 call:20;0 call:20;0 call:20;0 call:20
948,950,1050,Opponent,0 call:30;0 call:0;0 call:0;0 call:20
949,1050,950,Player1,0 call:30;0 call:0;0 call:0;0 call:20
950,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
951,1050,950,Player1,0 call:30;0 call:0;0 call:20;0 call:0
952,920,1080,Opponent,0 call:20;0 call:20;0 call:20;0 call:20
953,1070,930,Player1,0 call:30;0 call:0;0 call:20;0 call:20
954,1070,930,Player1,0 call:30;0 call:0;0 call:20;0 call:20
955,1050,950,Player1,0 call:30;0 call:20;0 call:0;0 call:0
956,1070,930,Player1,0 call:30;0 call:20;0 call:20;0 call:0
957,930,1070,Opponent,0 call:30;0 call:0;0 call:20;0 call:20
958,930,1070,Opponent,0 call:30;0 call:20;0 call:0;0 call:20
959,1060,940,Player1,0 call:20;0 call:20;0 call:20;0 call:0
960,1080,920,Player1,0 call:20;0 call:20;0 call:20;0 call:20
961,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
962,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
963,1070,930,Player1,0 call:30;0 call:20;0 call:0;0 call:20
964,1080,920,Player1,0 call:20;0 call:20;0 call:20;0 call:20
965,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
966,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
967,960,1040,Opponent,0 call:20;0 call:20;0 call:0;0 call:0
968,950,1050,Opponent,0 call:30;0 call:20;0 call:0;0 call:0
969,970,1030,Opponent,0 call:30;0 call:0;0 call:0;0 call:0
970,1070,930,Player1,0 call:30;0 call:20;0 call:20;0 call:0
971,950,1050,Opponent,0 call:30;0 call:0;0 call:20;0 call:0
972,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
973,1070,930,Player1,0 call:30;0 call:0;0 call:20;0 call:20
974,930,1070,Opponent,0 call:30;0 call:0;0 call:20;0 call:20
975,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
976,1050,950,Player1,0 call:30;0 call:20;0 call:0;0 call:0
977,930,1070,Opponent,0 call:30;0 call:0;0 call:20;0 call:20
978,1060,940,Player1,0 call:20;0 call:20;0 call:0;0 call:20
979,960,1040,Opponent,0 call:20;0 call:0;0 call:0;0 call:20
980,960,1040,Opponent,0 call:20;0 call:0;0 call:0;0 call:20
981,940,1060,Opponent,0 call:20;0 call:20;0 call:0;0 call:20
982,930,1070,Opponent,0 call:30;0 call:0;0 call:20;0 call:20
983,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
984,1070,930,Player1,0 call:30;0 call:20;0 call:20;0 call:0
985,920,1080,Opponent,0 call:20;0 call:20;0 call:20;0 call:20
986,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
987,1070,930,Player1,0 call:30;0 call:0;0 call:20;0 call:20
988,1060,940,Player1,0 call:20;0 call:20;0 call:20;0 call:0
989,920,1080,Opponent,0 call:20;0 call:20;0 call:20;0 call:20
990,940,1060,Opponent,0 call:20;0 call:0;0 call:20;0 call:20
991,950,1050,Opponent,0 call:30;0 call:0;0 call:20;0 call:0
992,1050,950,Player1,0 call:30;0 call:0;0 call:0;0 call:20
993,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
994,930,1070,Opponent,0 call:30;0 call:20;0 call:0;0 call:20
995,1040,960,Player1,0 call:20;0 call:0;0 call:0;0 call:20
996,940,1060,Opponent,0 call:20;0 call:20;0 call:20;0 call:0
997,930,1070,Opponent,0 call:30;0 call:0;0 call:20;0 call:20
998,920,1080,Opponent,0 call:20;0 call:20;0 call:20;0 call:20
999,940,1060,Opponent,0 call:20;0 call:20;0 call:20;0 call:0
1000,960,1040,Opponent,0 call:20;0 call:0;0 call:0;0 call:20
