round,player1_stack,opponent_stack,winner,actions
392,940,1060,Opponent,0 call:20;0 call:20;0 call:0;0 call:20
393,1040,960,Player1,0 call:20;0 call:20;0 call:0;0 call:0
394,1050,950,Player1,0 call:30;0 call:20;0 call:0;0 call:0
395,950,1050,Opponent,0 call:30;0 call:20;0 call:0;0 call:0
396,950,1050,Opponent,0 call:30;0 call:20;0 call:0;0 call:0
397,920,1080,Opponent,0 call:20;0 call:20;0 call:20;0 call:20
398,960,1040,Opponent,0 call:20;0 call:20;0 call:0;0 call:0
399,940,1060,Opponent,0 call:20;0 call:20;0 call:0;0 call:20
400,1040,960,Player1,0 call:20;0 call:20;0 call:0;0 call:0
401,1040,960,Player1,0 call:20;0 call:20;0 call:0;0 call:0
402,940,1060,Opponent,0 call:20;0 call:20;0 call:20;0 call:0
403,930,1070,Opponent,0 call:30;0 call:20;0 call:0;0 call:20
404,1050,950,Player1,0 call:30;0 call:0;0 call:0;0 call:20
405,1060,940,Player1,0 call:20;0 call:0;0 call:20;0 call:20
406,1070,930,Player1,0 call:30;0 call:0;0 call:20;0 call:20
407,1030,970,Player1,0 call:30;0 call:0;0 call:0;0 call:0
408,1040,960,Player1,0 call:20;0 call:20;0 call:0;0 call:0
409,1020,980,Player1,0 call:20;0 call:0;0 call:0;0 call:0
410,1070,930,Player1,0 call:30;0 call:0;0 call:20;0 call:20
411,930,1070,Opponent,0 call:30;0 call:20;0 call:0;0 call:20
412,930,1070,Opponent,0 call:30;0 call:20;0 call:0;0 call:20
413,1050,950,Player1,0 call:30;0 call:0;0 call:0;0 call:20
414,940,1060,Opponent,0 call:20;0 call:0;0 call:20;0 call:20
415,1040,960,Player1,0 call:20;0 call:0;0 call:20;0 call:0
416,950,1050,Opponent,0 call:30;0 call:0;0 call:20;0 call:0
417,970,1030,Opponent,0 call:30;0 call:0;0 call:0;0 call:0
418,1070,930,Player1,0 call:30;0 call:0;0 call:20;0 call:20
419,1040,960,Player1,0 call:20;0 call:0;0 call:20;0 call:0
420,1040,960,Player1,0 call:20;0 call:0;0 call:0;0 call:20
421,1050,950,Player1,0 call:30;0 call:0;0 call:0;0 call:20
422,1050,950,Player1,0 call:30;0 call:0;0 call:0;0 call:20
423,950,1050,Opponent,0 call:30;0 call:20;0 call:0;0 call:0
424,940,1060,Opponent,0 call:20;0 call:20;0 call:0;0 call:20
425,1040,960,Player1,0 call:20;0 call:0;0 call:0;0 call:20
426,950,1050,Opponent,0 call:30;0 call:0;0 call:20;0 call:0
427,1040,960,Player1,0 call:20;0 call:20;0 call:0;0 call:0
428,1060,940,Player1,0 call:20;0 call:0;0 call:20;0 call:20
429,1080,920,Player1,0 call:20;0 call:20;0 call:20;0 call:20
430,1040,960,Player1,0 call:20;0 call:0;0 call:0;0 call:20
431,1080,920,Player1,0 call:20;0 call:20;0 call:20;0 call:20
432,980,1020,Opponent,0 call:20;0 call:0;0 call:0;0 call:0
433,950,1050,Opponent,0 call:30;0 call:0;0 call:20;0 call:0
434,930,1070,Opponent,0 call:30;0 call:20;0 call:0;0 call:20
435,1040,960,Player1,0 call:20;0 call:20;0 call:0;0 call:0
436,1060,940,Player1,0 call:20;0 call:0;0 call:20;0 call:20
437,1070,930,Player1,0 call:30;0 call:20;0 call:20;0 call:0
438,1070,930,Player1,0 call:30;0 call:0;0 call:20;0 call:20
439,930,1070,Opponent,0 call:30;0 call:0;0 call:20;0 call:20
440,1080,920,Player1,0 call:20;0 call:20;0 call:20;0 call:20
441,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
442,1080,920,Player1,0 call:20;0 call:20;0 call:20;0 call:20
443,960,1040,Opponent,0 call:20;0 call:0;0 call:0;0 call:20
444,1070,930,Player1,0 call:30;0 call:20;0 call:20;0 call:0
445,930,1070,Opponent,0 call:30;0 call:20;0 call:0;0 call:20
446,940,1060,Opponent,0 call:20;0 call:20;0 call:20;0 call:0
447,950,1050,Opponent,0 call:30;0 call:0;0 call:0;0 call:20
448,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
449,980,1020,Opponent,0 call:20;0 call:0;0 call:0;0 call:0
450,950,1050,Opponent,0 call:30;0 call:20;0 call:0;0 call:0
451,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
452,960,1040,Opponent,0 call:20;0 call:0;0 call:0;0 call:20
453,940,1060,Opponent,0 call:20;0 call:20;0 call:20;0 call:0
454,960,1040,Opponent,0 call:20;0 call:20;0 call:0;0 call:0
455,930,1070,Opponent,0 call:30;0 call:0;0 call:20;0 call:20
456,1050,950,Player1,0 call:30;0 call:20;0 call:0;0 call:0
457,1070,930,Player1,0 call:30;0 call:20;0 call:0;0 call:20
458,930,1070,Opponent,0 call:30;0 call:20;0 call:0;0 call:20
459,940,1060,Opponent,0 call:20;0 call:0;0 call:20;0 call:20
460,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
461,1040,960,Player1,0 call:20;0 call:0;0 call:0;0 call:20
462,1070,930,Player1,0 call:30;0 call:0;0 call:20;0 call:20
463,1040,960,Player1,0 call:20;0 call:0;0 call:0;0 call:20
464,960,1040,Opponent,0 call:20;0 call:20;0 call:0;0 call:0
465,1040,960,Player1,0 call:20;0 call:0;0 call:0;0 call:20
466,1060,940,Player1,0 call:20;0 call:20;0 call:0;0 call:20
467,930,1070,Opponent,0 call:30;0 call:20;0 call:0;0 call:20
468,980,1020,Opponent,0 call:20;0 call:0;0 call:0;0 call:0
469,1020,980,Player1,0 call:20;0 call:0;0 call:0;0 call:0
470,1050,950,Player1,0 call:30;0 call:0;0 call:20;0 call:0
471,960,1040,Opponent,0 call:20;0 call:0;0 call:0;0 call:20
472,930,1070,Opponent,0 call:30;0 call:20;0 call:20;0 call:0
473,920,1080,Opponent,0 call:20;0 call:20;0 call:20;0 call:20
474,950,1050,Opponent,0 call:30;0 call:0;0 call:0;0 call:20
475,1050,950,Player1,0 call:30;0 call:20;0 call:0;0 call:0
476,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
477,930,1070,Opponent,0 call:30;0 call:0;0 call:20;0 call:20
478,1060,940,Player1,0 call:20;0 call:20;0 call:0;0 call:20
479,1040,960,Player1,0 call:20;0 call:0;0 call:0;0 call:20
480,1070,930,Player1,0 call:30;0 call:20;0 call:20;0 call:0
481,930,1070,Opponent,0 call:30;0 call:0;0 call:20;0 call:20
482,1050,950,Player1,0 call:30;0 call:0;0 call:20;0 call:0
483,1050,950,Player1,0 call:30;0 call:0;0 call:0;0 call:20
484,930,1070,Opponent,0 call:30;0 call:20;0 call:20;0 call:0
485,950,1050,Opponent,0 call:30;0 call:0;0 call:20;0 call:0
486,940,1060,Opponent,0 call:20;0 call:20;0 call:0;0 call:20
487,930,1070,Opponent,0 call:30;0 call:20;0 call:0;0 call:20
488,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
489,950,1050,Opponent,0 call:30;0 call:0;0 call:0;0 call:20
490,1070,930,Player1,0 call:30;0 call:20;0 call:20;0 call:0
491,1020,980,Player1,0 call:20;0 call:0;0 call:0;0 call:0
492,1070,930,Player1,0 call:30;0 call:20;0 call:20;0 call:0
493,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
494,920,1080,Opponent,0 call:20;0 call:20;0 call:20;0 call:20
495,970,1030,Opponent,0 call:30;0 call:0;0 call:0;0 call:0
496,930,1070,Opponent,0 call:30;0 call:20;0 call:20;0 call:0
497,960,1040,Opponent,0 call:20;0 call:20;0 call:0;0 call:0
498,940,1060,Opponent,0 call:20;0 call:0;0 call:20;0 call:20
499,1070,930,Player1,0 call:30;0 call:20;0 call:20;0 call:0
500,1080,920,Player1,0 call:20;0 call:20;0 call:20;0 call:20
501,960,1040,Opponent,0 call:20;0 call:20;0 call:0;0 call:0
502,940,1060,Opponent,0 call:20;0 call:20;0 call:20;0 call:0
503,950,1050,Opponent,0 call:30;0 call:0;0 call:20;0 call:0
504,940,1060,Opponent,0 call:20;0 call:20;0 call:0;0 call:20
505,950,1050,Opponent,0 call:30;0 call:20;0 call:0;0 call:0
506,950,1050,Opponent,0 call:30;0 call:0;0 call:0;0 call:20
507,1040,960,Player1,0 call:20;0 call:0;0 call:0;0 call:20
508,980,1020,Opponent,0 call:20;0 call:0;0 call:0;0 call:0
509,1060,940,Player1,0 call:20;0 call:20;0 call:20;0 call:0
510,1040,960,Player1,0 call:20;0 call:0;0 call:20;0 call:0
511,930,1070,Opponent,0 call:30;0 call:20;0 call:20;0 call:0
512,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
513,960,1040,Opponent,0 call:20;0 call:0;0 call:0;0 call:20
514,960,1040,Opponent,0 call:20;0 call:0;0 call:0;0 call:20
515,940,1060,Opponent,0 call:20;0 call:20;0 call:0;0 call:20
516,1060,940,Player1,0 call:20;0 call:20;0 call:0;0 call:20
517,940,1060,Opponent,0 call:20;0 call:0;0 call:20;0 call:20
518,1050,950,Player1,0 call:30;0 call:20;0 call:0;0 call:0
519,950,1050,Opponent,0 call:30;0 call:0;0 call:20;0 call:0
520,950,1050,Opponent,0 call:30;0 call:20;0 call:0;0 call:0
521,1070,930,Player1,0 call:30;0 call:20;0 call:0;0 call:20
522,940,1060,Opponent,0 call:20;0 call:20;0 call:0;0 call:20
523,970,1030,Opponent,0 call:30;0 call:0;0 call:0;0 call:0
524,950,1050,Opponent,0 call:30;0 call:0;0 call:20;0 call:0
525,1050,950,Player1,0 call:30;0 call:20;0 call:0;0 call:0
526,1020,980,Player1,0 call:20;0 call:0;0 call:0;0 call:0
527,960,1040,Opponent,0 call:20;0 call:0;0 call:0;0 call:20
528,940,1060,Opponent,0 call:20;0 call:20;0 call:20;0 call:0
529,1050,950,Player1,0 call:30;0 call:20;0 call:0;0 call:0
530,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
531,950,1050,Opponent,0 call:30;0 call:0;0 call:20;0 call:0
532,950,1050,Opponent,0 call:30;0 call:0;0 call:20;0 call:0
533,960,1040,Opponent,0 call:20;0 call:0;0 call:0;0 call:20
534,920,1080,Opponent,0 call:20;0 call:20;0 call:20;0 call:20
535,1060,940,Player1,0 call:20;0 call:20;0 call:20;0 call:0
536,960,1040,Opponent,0 call:20;0 call:0;0 call:20;0 call:0
537,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
538,950,1050,Opponent,0 call:30;0 call:20;0 call:0;0 call:0
539,950,1050,Opponent,0 call:30;0 call:0;0 call:20;0 call:0
540,940,1060,Opponent,0 call:20;0 call:0;0 call:20;0 call:20
541,1070,930,Player1,0 call:30;0 call:0;0 call:20;0 call:20
542,930,1070,Opponent,0 call:30;0 call:20;0 call:20;0 call:0
543,950,1050,Opponent,0 call:30;0 call:0;0 call:0;0 call:20
544,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
545,1060,940,Player1,0 call:20;0 call:20;0 call:0;0 call:20
546,1060,940,Player1,0 call:20;0 call:20;0 call:20;0 call:0
547,1040,960,Player1,0 call:20;0 call:0;0 call:0;0 call:20
548,960,1040,Opponent,0 call:20;0 call:20;0 call:0;0 call:0
549,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
550,1070,930,Player1,0 call:30;0 call:20;0 call:0;0 call:20
551,1030,970,Player1,0 call:30;0 call:0;0 call:0;0 call:0
552,1030,970,Player1,0 call:30;0 call:0;0 call:0;0 call:0
553,920,1080,Opponent,0 call:20;0 call:20;0 call:20;0 call:20
554,950,1050,Opponent,0 call:30;0 call:0;0 call:0;0 call:20
555,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
556,950,1050,Opponent,0 call:30;0 call:0;0 call:0;0 call:20
557,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
558,940,1060,Opponent,0 call:20;0 call:20;0 call:0;0 call:20
559,1060,940,Player1,0 call:20;0 call:0;0 call:20;0 call:20
560,1020,980,Player1,0 call:20;0 call:0;0 call:0;0 call:0
561,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
562,930,1070,Opponent,0 call:30;0 call:20;0 call:0;0 call:20
563,980,1020,Opponent,0 call:20;0 call:0;0 call:0;0 call:0
564,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
565,1070,930,Player1,0 call:30;0 call:20;0 call:20;0 call:0
566,930,1070,Opponent,0 call:30;0 call:0;0 call:20;0 call:20
567,1050,950,Player1,0 call:30;0 call:0;0 call:0;0 call:20
568,950,1050,Opponent,0 call:30;0 call:0;0 call:20;0 call:0
569,1040,960,Player1,0 call:20;0 call:20;0 call:0;0 call:0
570,960,1040,Opponent,0 call:20;0 call:0;0 call:20;0 call:0
571,950,1050,Opponent,0 call:30;0 call:20;0 call:0;0 call:0
572,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
573,960,1040,Opponent,0 call:20;0 call:0;0 call:0;0 call:20
574,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
575,1070,930,Player1,0 call:30;0 call:20;0 call:0;0 call:20
576,940,1060,Opponent,0 call:20;0 call:20;0 call:0;0 call:20
577,1040,960,Player1,0 call:20;0 call:0;0 call:0;0 call:20
578,1050,950,Player1,0 call:30;0 call:0;0 call:0;0 call:20
579,930,1070,Opponent,0 call:30;0 call:20;0 call:20;0 call:0
580,1070,930,Player1,0 call:30;0 call:0;0 call:20;0 call:20
581,1060,940,Player1,0 call:20;0 call:0;0 call:20;0 call:20
582,1030,970,Player1,0 call:30;0 call:0;0 call:0;0 call:0
583,930,1070,Opponent,0 call:30;0 call:0;0 call:20;0 call:20
584,1060,940,Player1,0 call:20;0 call:0;0 call:20;0 call:20
585,1050,950,Player1,0 call:30;0 call:20;0 call:0;0 call:0
586,1040,960,Player1,0 call:20;0 call:0;0 call:0;0 call:20
587,930,1070,Opponent,0 call:30;0 call:0;0 call:20;0 call:20
588,960,1040,Opponent,0 call:20;0 call:20;0 call:0;0 call:0
589,1040,960,Player1,0 call:20;0 call:20;0 call:0;0 call:0
590,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
591,940,1060,Opponent,0 call:20;0 call:20;0 call:20;0 call:0
592,940,1060,Opponent,0 call:20;0 call:20;0 call:0;0 call:20
593,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
594,1020,980,Player1,0 call:20;0 call:0;0 call:0;0 call:0
595,980,1020,Opponent,0 call:20;0 call:0;0 call:0;0 call:0
596,930,1070,Opponent,0 call:30;0 call:20;0 call:20;0 call:0
597,960,1040,Opponent,0 call:20;0 call:0;0 call:20;0 call:0
598,1070,930,Player1,0 call:30;0 call:20;0 call:0;0 call:20
599,1070,930,Player1,0 call:30;0 call:20;0 call:20;0 call:0
600,960,1040,Opponent,0 call:20;0 call:0;0 call:0;0 call:20
601,1030,970,Player1,0 call:30;0 call:0;0 call:0;0 call:0
602,1040,960,Player1,0 call:20;0 call:0;0 call:20;0 call:0
603,1070,930,Player1,0 call:30;0 call:20;0 call:0;0 call:20
604,930,1070,Opponent,0 call:30;0 call:0;0 call:20;0 call:20
605,1070,930,Player1,0 call:30;0 call:20;0 call:20;0 call:0
606,1060,940,Player1,0 call:20;0 call:20;0 call:20;0 call:0
607,1040,960,Player1,0 call:20;0 call:20;0 call:0;0 call:0
608,1070,930,Player1,0 call:30;0 call:20;0 call:20;0 call:0
609,950,1050,Opponent,0 call:30;0 call:20;0 call:0;0 call:0
610,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
611,970,1030,Opponent,0 call:30;0 call:0;0 call:0;0 call:0
612,1070,930,Player1,0 call:30;0 call:20;0 call:0;0 call:20
613,940,1060,Opponent,0 call:20;0 call:0;0 call:20;0 call:20
614,1080,920,Player1,0 call:20;0 call:20;0 call:20;0 call:20
615,940,1060,Opponent,0 call:20;0 call:0;0 call:20;0 call:20
616,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
617,1060,940,Player1,0 call:20;0 call:20;0 call:0;0 call:20
618,1050,950,Player1,0 call:30;0 call:20;0 call:0;0 call:0
619,1060,940,Player1,0 call:20;0 call:20;0 call:0;0 call:20
620,1020,980,Player1,0 call:20;0 call:0;0 call:0;0 call:0
621,960,1040,Opponent,0 call:20;0 call:0;0 call:0;0 call:20
622,1040,960,Player1,0 call:20;0 call:0;0 call:0;0 call:20
623,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
624,1040,960,Player1,0 call:20;0 call:20;0 call:0;0 call:0
625,960,1040,Opponent,0 call:20;0 call:0;0 call:20;0 call:0
626,960,1040,Opponent,0 call:20;0 call:0;0 call:20;0 call:0
627,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
628,950,1050,Opponent,0 call:30;0 call:0;0 call:0;0 call:20
629,930,1070,Opponent,0 call:30;0 call:20;0 call:0;0 call:20
630,960,1040,Opponent,0 call:20;0 call:20;0 call:0;0 call:0
631,920,1080,Opponent,0 call:20;0 call:20;0 call:20;0 call:20
632,970,1030,Opponent,0 call:30;0 call:0;0 call:0;0 call:0
633,1070,930,Player1,0 call:30;0 call:0;0 call:20;0 call:20
634,1080,920,Player1,0 call:20;0 call:20;0 call:20;0 call:20
635,920,1080,Opponent,0 call:20;0 call:20;0 call:20;0 call:20
636,950,1050,Opponent,0 call:30;0 call:20;0 call:0;0 call:0
637,1050,950,Player1,0 call:30;0 call:0;0 call:20;0 call:0
638,1070,930,Player1,0 call:30;0 call:20;0 call:0;0 call:20
639,920,1080,Opponent,0 call:20;0 call:20;0 call:20;0 call:20
640,950,1050,Opponent,0 call:30;0 call:20;0 call:0;0 call:0
641,1070,930,Player1,0 call:30;0 call:20;0 call:20;0 call:0
642,940,1060,Opponent,0 call:20;0 call:20;0 call:0;0 call:20
643,930,1070,Opponent,0 call:30;0 call:20;0 call:20;0 call:0
644,1040,960,Player1,0 call:20;0 call:0;0 call:20;0 call:0
645,1080,920,Player1,0 call:20;0 call:20;0 call:20;0 call:20
646,1030,970,Player1,0 call:30;0 call:0;0 call:0;0 call:0
647,1050,950,Player1,0 call:30;0 call:20;0 call:0;0 call:0
648,1050,950,Player1,0 call:30;0 call:0;0 call:20;0 call:0
649,1060,940,Player1,0 call:20;0 call:0;0 call:20;0 call:20
650,960,1040,Opponent,0 call:20;0 call:0;0 call:0;0 call:20
651,1050,950,Player1,0 call:30;0 call:20;0 call:0;0 call:0
652,970,1030,Opponent,0 call:30;0 call:0;0 call:0;0 call:0
653,950,1050,Opponent,0 call:30;0 call:0;0 call:0;0 call:20
654,1050,950,Player1,0 call:30;0 call:20;0 call:0;0 call:0
655,960,1040,Opponent,0 call:20;0 call:0;0 call:20;0 call:0
656,1060,940,Player1,0 call:20;0 call:20;0 call:20;0 call:0
657,1070,930,Player1,0 call:30;0 call:0;0 call:20;0 call:20
658,1060,940,Player1,0 call:20;0 call:0;0 call:20;0 call:20
659,960,1040,Opponent,0 call:20;0 call:20;0 call:0;0 call:0
660,1040,960,Player1,0 call:20;0 call:20;0 call:0;0 call:0
661,980,1020,Opponent,0 call:20;0 call:0;0 call:0;0 call:0
662,960,1040,Opponent,0 call:20;0 call:0;0 call:0;0 call:20
663,930,1070,Opponent,0 call:30;0 call:0;0 call:20;0 call:20
664,980,1020,Opponent,0 call:20;0 call:0;0 call:0;0 call:0
665,940,1060,Opponent,0 call:20;0 call:0;0 call:20;0 call:20
666,920,1080,Opponent,0 call:20;0 call:20;0 call:20;0 call:20
667,1080,920,Player1,0 call:20;0 call:20;0 call:20;0 call:20
668,1050,950,Player1,0 call:30;0 call:0;0 call:0;0 call:20
669,960,1040,Opponent,0 call:20;0 call:0;0 call:0;0 call:20
670,1070,930,Player1,0 call:30;0 call:20;0 call:0;0 call:20
671,1020,980,Player1,0 call:20;0 call:0;0 call:0;0 call:0
672,1040,960,Player1,0 call:20;0 call:0;0 call:20;0 call:0
673,960,1040,Opponent,0 call:20;0 call:20;0 call:0;0 call:0
674,1070,930,Player1,0 call:30;0 call:0;0 call:20;0 call:20
675,930,1070,Opponent,0 call:30;0 call:20;0 call:0;0 call:20
676,1050,950,Player1,0 call:30;0 call:0;0 call:0;0 call:20
677,920,1080,Opponent,0 call:20;0 call:20;0 call:20;0 call:20
678,930,1070,Opponent,0 call:30;0 call:20;0 call:0;0 call:20
679,1040,960,Player1,0 call:20;0 call:0;0 call:0;0 call:20
680,950,1050,Opponent,0 call:30;0 call:0;0 call:0;0 call:20
681,1070,930,Player1,0 call:30;0 call:20;0 call:0;0 call:20
682,960,1040,Opponent,0 call:20;0 call:0;0 call:0;0 call:20
683,1060,940,Player1,0 call:20;0 call:20;0 call:0;0 call:20
684,960,1040,Opponent,0 call:20;0 call:0;0 call:0;0 call:20
685,1070,930,Player1,0 call:30;0 call:0;0 call:20;0 call:20
686,1050,950,Player1,0 call:30;0 call:0;0 call:20;0 call:0
687,1020,980,Player1,0 call:20;0 call:0;0 call:0;0 call:0
688,1050,950,Player1,0 call:30;0 call:0;0 call:0;0 call:20
689,1060,940,Player1,0 call:20;0 call:20;0 call:20;0 call:0
690,930,1070,Opponent,0 call:30;0 call:20;0 call:0;0 call:20
691,1050,950,Player1,0 call:30;0 call:20;0 call:0;0 call:0
692,1070,930,Player1,0 call:30;0 call:20;0 call:0;0 call:20
693,1040,960,Player1,0 call:20;0 call:0;0 call:0;0 call:20
694,950,1050,Opponent,0 call:30;0 call:0;0 call:0;0 call:20
695,1050,950,Player1,0 call:30;0 call:0;0 call:20;0 call:0
696,1070,930,Player1,0 call:30;0 call:0;0 call:20;0 call:20
697,940,1060,Opponent,0 call:20;0 call:20;0 call:0;0 call:20
698,980,1020,Opponent,0 call:20;0 call:0;0 call:0;0 call:0
699,1080,920,Player1,0 call:20;0 call:20;0 call:20;0 call:20
700,930,1070,Opponent,0 call:30;0 call:0;0 call:20;0 call:20
701,920,1080,Opponent,0 call:20;0 call:20;0 call:20;0 call:20
702,1060,940,Player1,0 call:20;0 call:0;0 call:20;0 call:20
703,1020,980,Player1,0 call:20;0 call:0;0 call:0;0 call:0
704,950,1050,Opponent,0 call:30;0 call:20;0 call:0;0 call:0
705,930,1070,Opponent,0 call:30;0 call:20;0 call:0;0 call:20
706,940,1060,Opponent,0 call:20;0 call:20;0 call:20;0 call:0
707,960,1040,Opponent,0 call:20;0 call:20;0 call:0;0 call:0
708,940,1060,Opponent,0 call:20;0 call:0;0 call:20;0 call:20
709,1030,970,Player1,0 call:30;0 call:0;0 call:0;0 call:0
710,1020,980,Player1,0 call:20;0 call:0;0 call:0;0 call:0
711,1040,960,Player1,0 call:20;0 call:20;0 call:0;0 call:0
712,960,1040,Opponent,0 call:20;0 call:0;0 call:20;0 call:0
713,940,1060,Opponent,0 call:20;0 call:20;0 call:0;0 call:20
714,1040,960,Player1,0 call:20;0 call:0;0 call:20;0 call:0
715,960,1040,Opponent,0 call:20;0 call:20;0 call:0;0 call:0
716,940,1060,Opponent,0 call:20;0 call:0;0 call:20;0 call:20
717,940,1060,Opponent,0 call:20;0 call:20;0 call:0;0 call:20
718,940,1060,Opponent,0 call:20;0 call:0;0 call:20;0 call:20
719,1030,970,Player1,0 call:30;0 call:0;0 call:0;0 call:0
720,930,1070,Opponent,0 call:30;0 call:20;0 call:20;0 call:0
721,980,1020,Opponent,0 call:20;0 call:0;0 call:0;0 call:0
722,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
723,950,1050,Opponent,0 call:30;0 call:0;0 call:0;0 call:20
724,930,1070,Opponent,0 call:30;0 call:20;0 call:0;0 call:20
725,1040,960,Player1,0 call:20;0 call:0;0 call:0;0 call:20
726,1060,940,Player1,0 call:20;0 call:20;0 call:20;0 call:0
727,950,1050,Opponent,0 call:30;0 call:20;0 call:0;0 call:0
728,950,1050,Opponent,0 call:30;0 call:0;0 call:20;0 call:0
729,1030,970,Player1,0 call:30;0 call:0;0 call:0;0 call:0
730,1070,930,Player1,0 call:30;0 call:20;0 call:0;0 call:20
731,930,1070,Opponent,0 call:30;0 call:20;0 call:20;0 call:0
732,950,1050,Opponent,0 call:30;0 call:20;0 call:0;0 call:0
733,950,1050,Opponent,0 call:30;0 call:20;0 call:0;0 call:0
734,1040,960,Player1,0 call:20;0 call:0;0 call:0;0 call:20
735,980,1020,Opponent,0 call:20;0 call:0;0 call:0;0 call:0
736,930,1070,Opponent,0 call:30;0 call:20;0 call:20;0 call:0
737,950,1050,Opponent,0 call:30;0 call:0;0 call:20;0 call:0
738,950,1050,Opponent,0 call:30;0 call:0;0 call:20;0 call:0
739,940,1060,Opponent,0 call:20;0 call:20;0 call:0;0 call:20
740,930,1070,Opponent,0 call:30;0 call:0;0 call:20;0 call:20
741,1060,940,Player1,0 call:20;0 call:20;0 call:0;0 call:20
742,1050,950,Player1,0 call:30;0 call:0;0 call:0;0 call:20
743,1070,930,Player1,0 call:30;0 call:20;0 call:20;0 call:0
744,940,1060,Opponent,0 call:20;0 call:0;0 call:20;0 call:20
745,930,1070,Opponent,0 call:30;0 call:0;0 call:20;0 call:20
746,1060,940,Player1,0 call:20;0 call:0;0 call:20;0 call:20
747,1030,970,Player1,0 call:30;0 call:0;0 call:0;0 call:0
748,1030,970,Player1,0 call:30;0 call:0;0 call:0;0 call:0
749,1070,930,Player1,0 call:30;0 call:20;0 call:0;0 call:20
750,940,1060,Opponent,0 call:20;0 call:20;0 call:20;0 call:0
751,930,1070,Opponent,0 call:30;0 call:20;0 call:0;0 call:20
752,1050,950,Player1,0 call:30;0 call:0;0 call:20;0 call:0
753,1050,950,Player1,0 call:30;0 call:20;0 call:0;0 call:0
754,950,1050,Opponent,0 call:30;0 call:0;0 call:20;0 call:0
755,950,1050,Opponent,0 call:30;0 call:0;0 call:20;0 call:0
756,980,1020,Opponent,0 call:20;0 call:0;0 call:0;0 call:0
757,1040,960,Player1,0 call:20;0 call:20;0 call:0;0 call:0
758,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
759,1070,930,Player1,0 call:30;0 call:20;0 call:20;0 call:0
760,1080,920,Player1,0 call:20;0 call:20;0 call:20;0 call:20
761,1050,950,Player1,0 call:30;0 call:0;0 call:0;0 call:20
762,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
763,930,1070,Opponent,0 call:30;0 call:20;0 call:0;0 call:20
764,960,1040,Opponent,0 call:20;0 call:0;0 call:0;0 call:20
765,1070,930,Player1,0 call:30;0 call:20;0 call:0;0 call:20
766,950,1050,Opponent,0 call:30;0 call:0;0 call:0;0 call:20
767,930,1070,Opponent,0 call:30;0 call:0;0 call:20;0 call:20
768,940,1060,Opponent,0 call:20;0 call:0;0 call:20;0 call:20
769,930,1070,Opponent,0 call:30;0 call:20;0 call:0;0 call:20
770,1060,940,Player1,0 call:20;0 call:20;0 call:0;0 call:20
771,1040,960,Player1,0 call:20;0 call:0;0 call:20;0 call:0
772,970,1030,Opponent,0 call:30;0 call:0;0 call:0;0 call:0
773,1060,940,Player1,0 call:20;0 call:0;0 call:20;0 call:20
774,1020,980,Player1,0 call:20;0 call:0;0 call:0;0 call:0
775,950,1050,Opponent,0 call:30;0 call:0;0 call:20;0 call:0
776,960,1040,Opponent,0 call:20;0 call:20;0 call:0;0 call:0
777,1070,930,Player1,0 call:30;0 call:0;0 call:20;0 call:20
778,1060,940,Player1,0 call:20;0 call:20;0 call:0;0 call:20
779,1040,960,Player1,0 call:20;0 call:0;0 call:0;0 call:20
780,1040,960,Player1,0 call:20;0 call:0;0 call:20;0 call:0
781,930,1070,Opponent,0 call:30;0 call:20;0 call:0;0 call:20
782,1070,930,Player1,0 call:30;0 call:20;0 call:20;0 call:0
783,970,1030,Opponent,0 call:30;0 call:0;0 call:0;0 call:0
784,950,1050,Opponent,0 call:30;0 call:20;0 call:0;0 call:0
